;userName;content;step01
8973;Aasiyah bintu iman;Sdh bs isi semua data utk penggantian paspor Krn masa berlaku hampir habis... Namun langkah terakhir utk Cara pembayaran tidak muncul... Sedang batas waktunya hy dua jam... Klw lewat batas waktu pembayaran apa jd tdk berlaku daftar onlinenya...? Dan bgmn dg jadwal yg sdh dipilih, apakah tdk berlaku juga? Fufu... Semoga ke depannya bs diperbaiki...;sdh bs isi semua data utk penggantian paspor krn masa berlaku hampir habis namun langkah terakhir utk cara pembayaran tidak muncul sedang batas waktunya hy dua jam klw lewat batas waktu pembayaran apa jd tdk berlaku daftar onlinenya dan bgmn dg jadwal yg sdh dipilih apakah tdk berlaku juga fufu semoga ke depannya bs diperbaiki
8974;Nurul Komariyah;Pas ke layanan map ngblank;pas ke layanan map ngblank
8975;IBRA CALIFORNIA;Sampah;sampah
8976;Indriani Dianingsih;Mapnya kacau banget, lokasi di jakarta pilihan kantor imigrasi terdekat malah di luar pulau. Udah ngisi data malah ga bisa lanjut karena masalah di pilihan kantor imigrasi;mapnya kacau banget lokasi di jakarta pilihan kantor imigrasi terdekat malah di luar pulau udah ngisi data malah ga bisa lanjut karena masalah di pilihan kantor imigrasi
8977;Edo Kristian;Kominfo bukan orang IT jadi aplikasi rasa partai;kominfo bukan orang it jadi aplikasi rasa partai
8978;ANI BUGER;Terima kasih m pasport, Alhamdulillah sudah siap, cara online mudah mengurus paspor.. saya suka..;terima kasih pasport alhamdulillah sudah siap cara online mudah mengurus paspor saya suka
8979;bang april;Aplikasi sampah;aplikasi sampah
8980;EDY HASIM HASIM EDY;Jellek sekali cari lokasinya yg dekat malah dibagi yg jauh;jellek sekali cari lokasinya yg dekat malah dibagi yg jauh
8981;Jati Davidson;Bagaimana jika Aplikasi yang dibuat malah justru memperlambat proses membuat atau memperpanjang Paspor? Apakah ini artinya BJORKA harus turun tangan?;bagaimana jika aplikasi yang dibuat malah justru memperlambat proses membuat atau memperpanjang paspor apakah ini artinya bjorka harus turun tangan
8982;Indra Wachyudi;Applikasinya kok susah banget, sangat jauh dari harapan. Ayoklah bisa dong di perbaiki, masak kalah sama aplikasi swasta;applikasinya kok susah banget sangat jauh dari harapan ayoklah bisa dong di perbaiki masak kalah sama aplikasi swasta
8983;Ramlan Smd;Memilih provinsi kabupaten.dll saja tidak bisa. Bagaimana ini ? Mohon di perbaiki lagi aplikasinya jangan asal buat;memilih provinsi kabupaten dll saja tidak bisa bagaimana ini mohon di perbaiki lagi aplikasinya jangan asal buat
8984;Lisma Herlianti;Tidak bisa login, padahal saya selalu pakai email itu, giliran mau daftar katanya email tidak valid;tidak bisa login padahal saya selalu pakai email itu giliran mau daftar katanya email tidak valid
8985;Nurul Hidayah;"Udah berapa hari mau daftar akun GK bisa"", udah berapa email d masukin GK bisa jg, pake hp lain pun juga GK bisa!! tolong di perbaiki !!";udah berapa hari mau daftar akun gk bisa udah berapa email masukin gk bisa jg pake hp lain pun juga gk bisa tolong di perbaiki
8986;Duha Fadhilah;Baru download udh gabisa di pake. otp nya ngga ke kirim ke email udh diulang2 berhari2, setelah 3 hari kemudian tbtb ada email otp, coba lagi bisa.. pas udh upload semua nya pas mau bayar malah gabisa ga keluar barcode dan tata cara pembayarannya ga muncul akhirnya ditolak.. buat dr awal lagi eh kolom data nya gabisa di input. Begini banget mau buat passpor di indonesia yaampun semua2nya serba dipersulit;baru download udh gabisa di pake otp nya ngga ke kirim ke email udh diulang berhari setelah   hari kemudian tbtb ada email otp coba lagi bisa pas udh upload semua nya pas mau bayar malah gabisa ga keluar barcode dan tata cara pembayarannya ga muncul akhirnya ditolak buat dr awal lagi eh kolom data nya gabisa di input begini banget mau buat passpor di indonesia yaampun semuanya serba dipersulit
8987;Alimakmur Pakpahan;Aplikasi kototoran buat susah masyarakat bukan mempermudah ..dgn sulitnya mendaptar menjadi masyarakat lewat calo ini menjadi calo korupsi makin merajalela apalagi dgn sulitnya mendaptar online dan pembatasan pendaftaran perharinya;aplikasi kototoran buat susah masyarakat bukan mempermudah dgn sulitnya mendaptar menjadi masyarakat lewat calo ini menjadi calo korupsi makin merajalela apalagi dgn sulitnya mendaptar online dan pembatasan pendaftaran perharinya
8988;Liliana Sutanto;Ga bisa di pakai;ga bisa di pakai
8989;Aini Yap;Jelek. Belum siap, sdh di tayangkan. Tidak logika, masa lokasi muncul di luar kota dan luar pulau. Jelek. Tidak membantu malah buang2 waktu.;jelek belum siap sdh di tayangkan tidak logika masa lokasi muncul di luar kota dan luar pulau jelek tidak membantu malah buang waktu
8990;Roni Jekson Alfredo Sitompul;Mau daftar susah, server eror: email tidak valid. Sudah3 hari belom juha bisa;mau daftar susah server eror email tidak valid sudah hari belom juha bisa
8991;Qaqa Omanhomsa;Tolong di perbaiki keyika bagian isi data untuk alamat rumah, kota dan lainnya kenapa tidak bisa-bisa, sudah saya coba berkali-kali. Terimakasih!;tolong di perbaiki keyika bagian isi data untuk alamat rumah kota dan lainnya kenapa tidak bisa bisa sudah saya coba berkali kali terimakasih
8992;ahmad doni;Cuma buang2 kuota Aplikasi nya ga bisa dipake gimana mau buat paspor baru mau daftar akun ga bisa,otp ga masuk,email error'lah gagal2 trs,,;cuma buang kuota aplikasi nya ga bisa dipake gimana mau buat paspor baru mau daftar akun ga bisa otp ga masuk email errorlah gagal trs
8993;Eci Arima;Kenapa smpai kelangkah 4 nggak bisa di pilih alamat dan provinsi nya;kenapa smpai kelangkah   nggak bisa di pilih alamat dan provinsi nya
8994;Muhammad Zairil Aula;Kok makin susah pakai aplikasinya;kok makin susah pakai aplikasinya
8995;Rita Andriani;"Cobak bolak"" daftar tetep g bisa, g fham saya, aplikasi apaan ini";cobak bolak daftar tetep bisa fham saya aplikasi apaan ini
8996;Hakim Peacewalker;Apa pun aplikasinya yg dibuat sama pemerintah memang sampah !!!! Sampaikan ini sama Mentri yg bersangkutan !!!!;apa pun aplikasinya yg dibuat sama pemerintah memang sampah sampaikan ini sama mentri yg bersangkutan
8997;Rini Irawati;ini aplikasi apa? otp berkali2 ga masuk ke email dan ga ada opsi kirim otp daftar ke no hp, ulang daftar lagi masak no hp sdh digunakan akun lain coba sampe 2 nomer hp sudah terpakai akun lain' gimana bisa wong daftar aja ga berhasil, gimana mau login;ini aplikasi apa otp berkali ga masuk ke email dan ga ada opsi kirim otp daftar ke no hp ulang daftar lagi masak no hp sdh digunakan akun lain coba sampe   nomer hp sudah terpakai akun lain gimana bisa wong daftar aja ga berhasil gimana mau login
8998;Ali Kurniadi;Mau login atau daftar, harus verifikasi email. Tp coba ber x x gak pernah terima kode otp nya. Lah trus gimana coba;mau login atau daftar harus verifikasi email tp coba ber gak pernah terima kode otp nya lah trus gimana coba
8999;Ririe Ariyanti;Aplikasi gak guna!!!;aplikasi gak guna
9000;Erni Ws;aplikasi sampah. kode otp gak masuk2 dikirim berkali2 teteto gak nongol2 kode otp.;aplikasi sampah kode otp gak masuk dikirim berkali teteto gak nongol kode otp
9001;Qoryna Khalida;Mau daftar akun aja udh gak bisa padahal email dan nomer telfon sudah sesuai tetapi tertera email tidak valid, mau daftar langsung ke imigrasi tidak dilayani. Jadi harus bagaimana ini?????;mau daftar akun aja udh gak bisa padahal email dan nomer telfon sudah sesuai tetapi tertera email tidak valid mau daftar langsung ke imigrasi tidak dilayani jadi harus bagaimana ini
9002;Sucipto O;sulit untuk masuk mengakses aplikasinya.;sulit untuk masuk mengakses aplikasinya
9003;Anggina Wijaya;Kode otp sudah berkalikali permintaan tetap tidak masuk. Harusnya bisa lebih baik. Tolong dong keimigrasian lebih peduli dengan keluhan masyarakat yg sulit membuat paspor..;kode otp sudah berkalikali permintaan tetap tidak masuk harusnya bisa lebih baik tolong dong keimigrasian lebih peduli dengan keluhan masyarakat yg sulit membuat paspor
9004;Dnyhndra;Kode otp nya nyasar kemana sihh Udh seminggu di ulang ulang gak masuk masuk;kode otp nya nyasar kemana sihh udh seminggu di ulang ulang gak masuk masuk
9005;Rizky Al Arief;Kode otp tidak terkirim, aplikasinya tidak efektif cenderung error dan lambat;kode otp tidak terkirim aplikasinya tidak efektif cenderung error dan lambat
9006;Qhenesa salsabillah Watimena;Aplikasi nggak bermutu,kode otp nggak di kirim2,,,,nggak jelas;aplikasi nggak bermutu kode otp nggak di kirim nggak jelas
9007;Sukarni Putri;Baru mau bikin akun aja susah amat, keterangannya email tidak valid padahal yg lain oke2 aja kirim2 lewat email, sekelas Keimigrasian kok kaya gini aplikasinya malu sama instansi yg jauh lebih kecil wak, yuk perbaiki lagi yuk;baru mau bikin akun aja susah amat keterangannya email tidak valid padahal yg lain oke aja kirim lewat email sekelas keimigrasian kok kaya gini aplikasinya malu sama instansi yg jauh lebih kecil wak yuk perbaiki lagi yuk
9008;Andri D;Masih banyak yang perlu diperbaiki. Misalnya reset password karena lupa sandi, sudah berkali saya reset tapi kode OTP belum dikirimkan juga sehingga tidak bisa untuk merubah password. Tolong untuk ditingkatkan biar semakin mudah.;masih banyak yang perlu diperbaiki misalnya reset password karena lupa sandi sudah berkali saya reset tapi kode otp belum dikirimkan juga sehingga tidak bisa untuk merubah password tolong untuk ditingkatkan biar semakin mudah
9009;muharif suganda;Mau daftar aja pun gajelas...;mau daftar aja pun gajelas
9010;Puji Rahayu;Belum pernah daftar,,, buat email juga data benar eh pas daftar di apk ini malah eror server email tidak dan di email gk ada notif masuk kode verifikasi;belum pernah daftar buat email juga data benar eh pas daftar di apk ini malah eror server email tidak dan di email gk ada notif masuk kode verifikasi
9011;Amelia Amanda Sari;Gk jelas masa code verif gk di kirim2;gk jelas masa code verif gk di kirim
9012;Kadika 12;Mau Gampang Malah Ribet, Server gak bener;mau gampang malah ribet server gak bener
9013;Nur Hidayati;Abis login ada security check kayak puzzle.. terus harus diapakan??;abis login ada security check kayak puzzle terus harus diapakan
9014;Dito Bae;Susah login.. Error teruss.. Dimintain kode dikirim ke email, entah kemana ga ada yg masuk2.. Seharusnya aplikasi ini memudahkan, tapi malah sebaliknya.. Mesti gimana ini bikin paspor?;susah login error teruss dimintain kode dikirim ke email entah kemana ga ada yg masuk seharusnya aplikasi ini memudahkan tapi malah sebaliknya mesti gimana ini bikin paspor
9015;Rendika Agustianto;Buruk dan tidak professional, pelayanan tahun 80an masih aja dipertahankan. Sektor publik terburuk;buruk dan tidak professional pelayanan tahun   an masih aja dipertahankan sektor publik terburuk
9016;Renny Lusia;OTP tidak pernah masuk ke email. Capek lha;otp tidak pernah masuk ke email capek lha
9017;anonymous detected;gada otp yg diminta masuk;gada otp yg diminta masuk
9018;Naomi Trimartha;"""Server error: Email tidak valid"". Sampe ngecek beribu kali, ngitung huruf emailnya jg. Kagak ada yg salah. Aneh bgt tiba2 server error.";server error email tidak valid sampe ngecek beribu kali ngitung huruf emailnya jg kagak ada yg salah aneh bgt tiba server error
9019;Leli Sandrayani;Kenapa mau daftar akun saja sulit sekali sudah berulang kali di coba tetap server eror email tidak valid, sampai di coba pakai email lain dan nomor tlpon lain tetap saja eror,,mohon diperbaiki pelayanannya;kenapa mau daftar akun saja sulit sekali sudah berulang kali di coba tetap server eror email tidak valid sampai di coba pakai email lain dan nomor tlpon lain tetap saja eror mohon diperbaiki pelayanannya
9020;Dhea Indriyanti;Saya ga bisa2 log in, OTP nya ga dapet2;saya ga bisa log in otp nya ga dapet
9021;Alfiana Fauziah;Gak bisa log in, bikin akun baru pake email lain dibilang email gak valid, padahal email aktif;gak bisa log in bikin akun baru pake email lain dibilang email gak valid padahal email aktif
9022;Rizkika Amalia;Kode OTP tidak Bisa di terima Sudah Di coba beberapa kali;kode otp tidak bisa di terima sudah di coba beberapa kali
9023;Rangga Seta;Susah login;susah login
9024;Aqli Haq;Aplikasi sampah. Verifikasi OTP gk dikirim kirim ke email. Kalo blm siap jangan sok sokan pakai online. Masak ngajuin paspor offline udah gk bisa sekarang. Hadeehhh;aplikasi sampah verifikasi otp gk dikirim kirim ke email kalo blm siap jangan sok sokan pakai online masak ngajuin paspor offline udah gk bisa sekarang hadeehhh
9025;Riski maulana;Verifikasi otp ke email ga masuk, app sampah.;verifikasi otp ke email ga masuk app sampah
9026;Agus Ciptayasa;Useless;useless
9027;adi syahhaluddin;Saya gagal terus mau login, di suruh masukin OTP tapi kode nya ga di kirim ke email , kacau;saya gagal terus mau login di suruh masukin otp tapi kode nya ga di kirim ke email kacau
9028;Yusnifa Elita;Ga jelas banget,bukanya mempermudah tapi malah bikin ribet,daftar akun kaga bisa bisa,kode otp ga pernah masuk ke email;ga jelas banget bukanya mempermudah tapi malah bikin ribet daftar akun kaga bisa bisa kode otp ga pernah masuk ke email
9029;Riki Pradana;Saya tidak menerima kode otp melalui email;saya tidak menerima kode otp melalui email
9030;yustinus Adi Nugroho;Gimana ini..Email verifikasi akun nggak ada diterima.. Udah dua kali uninstall.. Padahal harus bikin no antrian dulu...;gimana ini email verifikasi akun nggak ada diterima udah dua kali uninstall padahal harus bikin no antrian dulu
9031;yudi prasetya;Datang ke imigrasi hannya di kasih unjuk download apk ini. Tp ketika daftar otp tak kunjung datang padahl susah seharian bolak balik cek email. Kecepatan inet lancar jaya tidak ada hambatan. Tolong lah perbaiki kembali;datang ke imigrasi hannya di kasih unjuk download apk ini tp ketika daftar otp tak kunjung datang padahl susah seharian bolak balik cek email kecepatan inet lancar jaya tidak ada hambatan tolong lah perbaiki kembali
9032;PT Schneider Electric Thailand Limited;Kenapa kode otp nya tidak muncul muncul udah 2 hari ini, untuk membikin akun saja susah pak, tolong;kenapa kode otp nya tidak muncul muncul udah   hari ini untuk membikin akun saja susah pak tolong
9033;Seto Ferdiantoro;Kode otp tidak muncul di email padahal udah coba berkali kali;kode otp tidak muncul di email padahal udah coba berkali kali
9034;Sigit Riyadi;Aplikasi buruk otp ga kekirim kirim;aplikasi buruk otp ga kekirim kirim
9035;Sandhi Nata Graha Kusuma;Ini saya mau login saja ga bisa , Kode OTP tidak dikirim ke email, saya udah buat 4 email semuanya error, kacau sekali mau perpanjang paspor malah makin ribet.;ini saya mau login saja ga bisa kode otp tidak dikirim ke email saya udah buat   email semuanya error kacau sekali mau perpanjang paspor malah makin ribet
9036;Sang Surya;Aplikasi sampah, sulit utk di daftar... Sudah ikutin, suruh kirim verifikasi tapi gak prnh smpai2 ke email... Ujg2 bilng email jadi valid... Gak ada yg becus, yg ada makin buat ribet;aplikasi sampah sulit utk di daftar sudah ikutin suruh kirim verifikasi tapi gak prnh smpai ke email ujg bilng email jadi valid gak ada yg becus yg ada makin buat ribet
9037;kameliah amel;Ko bru download udh gk valid email nya.. Mana gak masuk otp ke email gmn ini;ko bru download udh gk valid email nya mana gak masuk otp ke email gmn ini
9038;ahmad lufiyade;Aplikasi sampah!!!!!!;aplikasi sampah
9039;Warniningsih ningsih;Masa OTP pas buat baru ditunggu ga dikirim-kirim ,gmna mau ke proses selanjutnya!;masa otp pas buat baru ditunggu ga dikirim kirim gmna mau ke proses selanjutnya
9040;aji yudha;Aplikasi cacat;aplikasi cacat
9041;Iin Syahputra;tolong kalau buat apllikasi itu yg bener ini mintak kode nya aja susah kalau memang kalain gak becus tutup aplikasi nya buat susa orang aja kalin;tolong kalau buat apllikasi itu yg bener ini mintak kode nya aja susah kalau memang kalain gak becus tutup aplikasi nya buat susa orang aja kalin
9042;Delta Indra;Sangat membantu;sangat membantu
9043;Hairul Anwar;Server kebanyakan eror, untuk dapatkan kode otp aja nunggu nya berhari hari, di coba di ulang² gak sampe² kode nya, parah sih apk nya;server kebanyakan eror untuk dapatkan kode otp aja nunggu nya berhari hari di coba di ulang gak sampe kode nya parah sih apk nya
9044;Sugi Ianto;Ini saya ingin perpanjang masa paspor, mau daftar akun. Saya sudah isi formulirnya tapi keterangan *alamat email tidak valid*. Mau daftar saja susahnya minta ampun. Baru langkah pertama sudah dipersulit.;ini saya ingin perpanjang masa paspor mau daftar akun saya sudah isi formulirnya tapi keterangan alamat email tidak valid mau daftar saja susahnya minta ampun baru langkah pertama sudah dipersulit
9045;Diego Nainggolan;Dari kemarin minta kode OTP ga ada ada . Gmail masuk juga tidak ads.;dari kemarin minta kode otp ga ada ada gmail masuk juga tidak ads
